 ,Label,Area,Mean,Min,Max,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen,Slice,Type
433,GFP_colonies:0433-2648,1565,111.4505,0,255,2508.1096,2639.4488,2493,2625,48,47,174420.0000,174420.0000,1,2
434,GFP_colonies:0434-2658,1257,0.0000,0,0,2746.7745,2657.5772,2726,2637,43,42,0.0000,0.0000,1,1
435,GFP_colonies:0435-2663,1614,67.6208,0,255,3443.0911,2650.9486,3425,2639,46,48,109140.0000,109140.0000,1,2
436,GFP_colonies:0436-2659,1232,0.0000,0,0,3405.4513,2660.0162,3384,2641,43,36,0.0000,0.0000,1,1
437,GFP_colonies:0437-2663,1634,103.9351,0,255,3514.2523,2656.1006,3500,2641,48,45,169830.0000,169830.0000,1,2
438,GFP_colonies:0438-2689,1898,98.4800,0,255,3633.5273,2680.4782,3618,2665,50,48,186915.0000,186915.0000,1,2
439,GFP_colonies:0439-2696,1612,61.3772,0,255,3113.1314,2695.5000,3086,2672,55,49,98940.0000,98940.0000,1,2
440,GFP_colonies:0440-2693,1080,0.0000,0,0,3056.4306,2692.1093,3036,2673,42,40,0.0000,0.0000,1,1
441,GFP_colonies:0441-2697,976,0.0000,0,0,3214.3750,2697.4488,3193,2680,40,35,0.0000,0.0000,1,1
442,GFP_colonies:0442-2711,1365,95.4615,0,255,2744.8503,2702.7524,2732,2690,45,42,130305.0000,130305.0000,1,2
443,GFP_colonies:0443-2735,1955,0.0000,0,0,2437.7941,2735.9465,2408,2710,56,51,0.0000,0.0000,1,1
444,GFP_colonies:0444-2730,377,0.0000,0,0,3316.9536,2729.1552,3303,2718,26,24,0.0000,0.0000,1,1
445,GFP_colonies:0445-2744,1109,65.7619,0,255,3062.9476,2737.6993,3038,2728,50,32,72930.0000,72930.0000,1,2
446,GFP_colonies:0446-2745,863,0.0000,0,0,3299.4038,2745.6089,3282,2728,36,35,0.0000,0.0000,1,1
447,GFP_colonies:0447-2748,805,255.0000,255,255,2506.9957,2747.9522,2491,2732,32,32,205275.0000,205275.0000,1,2
448,GFP_colonies:0448-2766,1190,0.0000,0,0,3040.5151,2767.6067,3018,2746,44,41,0.0000,0.0000,1,1
449,GFP_colonies:0449-2784,1812,68.9570,0,255,3099.7878,2783.2735,3078,2757,55,55,124950.0000,124950.0000,1,2
450,GFP_colonies:0450-2777,536,255.0000,255,255,3399.4907,2777.6175,3387,2764,25,27,136680.0000,136680.0000,1,2
451,GFP_colonies:0451-2778,167,0.0000,0,0,3569.7814,2777.6796,3562,2767,15,22,0.0000,0.0000,1,1
452,GFP_colonies:0452-2779,160,0.0000,0,0,2698.6438,2779.2625,2690,2773,17,13,0.0000,0.0000,1,1
453,GFP_colonies:0453-2800,1371,0.0000,0,0,3281.1929,2799.7764,3260,2777,45,46,0.0000,0.0000,1,1
454,GFP_colonies:0454-2802,424,255.0000,255,255,3707.8231,2802.3278,3696,2791,24,23,108120.0000,108120.0000,1,2
455,GFP_colonies:0455-2808,140,0.0000,0,0,2488.9929,2808.3071,2483,2801,12,15,0.0000,0.0000,1,1
456,GFP_colonies:0456-2821,970,255.0000,255,255,3409.0351,2822.2278,3392,2801,36,40,247350.0000,247350.0000,1,2
457,GFP_colonies:0457-2838,1762,87.8462,0,255,3179.0387,2838.1853,3166,2810,45,57,154785.0000,154785.0000,1,2
458,GFP_colonies:0458-2838,1904,0.0000,0,0,3021.5877,2838.9039,2997,2812,49,53,0.0000,0.0000,1,1
459,GFP_colonies:0459-2827,623,255.0000,255,255,3652.9880,2826.7552,3639,2813,28,28,158865.0000,158865.0000,1,2
460,GFP_colonies:0460-2831,162,0.0000,0,0,2493.7901,2830.8148,2485,2825,17,12,0.0000,0.0000,1,1
461,GFP_colonies:0461-2838,151,0.0000,0,0,2523.4205,2837.8841,2517,2831,13,14,0.0000,0.0000,1,1
462,GFP_colonies:0462-2856,1925,0.0000,0,0,2688.7010,2856.6143,2663,2831,50,51,0.0000,0.0000,1,1
463,GFP_colonies:0463-2850,492,255.0000,255,255,3251.0142,2851.0610,3238,2838,26,25,125460.0000,125460.0000,1,2
464,GFP_colonies:0464-2869,486,255.0000,255,255,3220.6770,2869.5288,3208,2857,25,25,123930.0000,123930.0000,1,2
465,GFP_colonies:0465-2886,353,255.0000,255,255,3641.1997,2886.6388,3631,2876,21,21,90015.0000,90015.0000,1,2
466,GFP_colonies:0466-2987,1761,0.0000,0,0,3123.4835,2986.3779,3098,2963,53,48,0.0000,0.0000,1,1
467,GFP_colonies:0467-2987,239,255.0000,255,255,2899.0314,2987.3452,2889,2979,20,16,60945.0000,60945.0000,1,2
468,GFP_colonies:0468-3700,498,0.0000,0,0,1400.4598,3698.8715,1386,3686,26,28,0.0000,0.0000,1,1
469,GFP_colonies:0469-3748,499,0.0000,0,0,1248.1974,3747.9549,1233,3737,31,22,0.0000,0.0000,1,1
